"SampleID","Site","SeqBatch","StudyID","SampleType","Date","WOY","SiteLat","SiteLong","newDate","dayLength","DOY","DayRange","Window","DateWindowStart","DateWindowEnd"
"oro161461","CNB",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397,155,"(148,158]",6,2016-05-27,2016-06-06
"oro160619","MAP",4.2,"oro16","sample","6/4/16",23,42.72248,-71.606722,2016-06-04,15.1707108205889,156,"(148,158]",6,2016-05-27,2016-06-06
"oro160611","MAP",4.2,"oro16","sample","6/4/16",23,42.72248,-71.606722,2016-06-04,15.1707108205889,156,"(148,158]",6,2016-05-27,2016-06-06
"oro162272","FOX",4.1,"oro16","sample","6/2/16",23,43.137939,-71.912814,2016-06-02,15.1794242837792,154,"(148,158]",6,2016-05-27,2016-06-06
"oro161927","HOL",4.1,"oro16","sample","6/1/16",23,43.7348,-71.59076,2016-06-01,15.2271287793458,153,"(148,158]",6,2016-05-27,2016-06-06
"oro161928","HOL",4.1,"oro16","sample","6/1/16",23,43.7348,-71.59076,2016-06-01,15.2271287793458,153,"(148,158]",6,2016-05-27,2016-06-06
"oro161923","HOL",4.1,"oro16","sample","6/1/16",23,43.7348,-71.59076,2016-06-01,15.2271287793458,153,"(148,158]",6,2016-05-27,2016-06-06
"oro161930","HOL",4.1,"oro16","sample","6/1/16",23,43.7348,-71.59076,2016-06-01,15.2271287793458,153,"(148,158]",6,2016-05-27,2016-06-06
"oro161348","EPS",4.1,"oro16","sample","6/4/16",23,43.206489,-71.364058,2016-06-04,15.2266628083707,156,"(148,158]",6,2016-05-27,2016-06-06
"oro160610","MAP",4.2,"oro16","sample","6/4/16",23,42.72248,-71.606722,2016-06-04,15.1707108205889,156,"(148,158]",6,2016-05-27,2016-06-06
"oro161354","EPS",4.1,"oro16","sample","6/4/16",23,43.206489,-71.364058,2016-06-04,15.2266628083707,156,"(148,158]",6,2016-05-27,2016-06-06
"oro160466","BRN",4.2,"oro16","sample","6/4/16",23,42.731521,-71.605841,2016-06-04,15.1717461742676,156,"(148,158]",6,2016-05-27,2016-06-06
"oro162275","FOX",4.1,"oro16","sample","6/2/16",23,43.137939,-71.912814,2016-06-02,15.1794242837792,154,"(148,158]",6,2016-05-27,2016-06-06
"oro161350","EPS",4.1,"oro16","sample","6/4/16",23,43.206489,-71.364058,2016-06-04,15.2266628083707,156,"(148,158]",6,2016-05-27,2016-06-06
"oro161931","HOL",4.1,"oro16","sample","6/1/16",23,43.7348,-71.59076,2016-06-01,15.2271287793458,153,"(148,158]",6,2016-05-27,2016-06-06
"oro162268","FOX",4.1,"oro16","sample","6/2/16",23,43.137939,-71.912814,2016-06-02,15.1794242837792,154,"(148,158]",6,2016-05-27,2016-06-06
"oro161347","EPS",4.1,"oro16","sample","6/4/16",23,43.206489,-71.364058,2016-06-04,15.2266628083707,156,"(148,158]",6,2016-05-27,2016-06-06
"oro162273","FOX",4.1,"oro16","sample","6/2/16",23,43.137939,-71.912814,2016-06-02,15.1794242837792,154,"(148,158]",6,2016-05-27,2016-06-06
"oro160613","MAP",4.2,"oro16","sample","6/4/16",23,42.72248,-71.606722,2016-06-04,15.1707108205889,156,"(148,158]",6,2016-05-27,2016-06-06
"oro161468","CNB",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397,155,"(148,158]",6,2016-05-27,2016-06-06
"oro162274","FOX",4.1,"oro16","sample","6/2/16",23,43.137939,-71.912814,2016-06-02,15.1794242837792,154,"(148,158]",6,2016-05-27,2016-06-06
"oro160617","MAP",4.2,"oro16","sample","6/4/16",23,42.72248,-71.606722,2016-06-04,15.1707108205889,156,"(148,158]",6,2016-05-27,2016-06-06
"oro161929","HOL",4.1,"oro16","sample","6/1/16",23,43.7348,-71.59076,2016-06-01,15.2271287793458,153,"(148,158]",6,2016-05-27,2016-06-06
"oro161926","HOL",4.1,"oro16","sample","6/1/16",23,43.7348,-71.59076,2016-06-01,15.2271287793458,153,"(148,158]",6,2016-05-27,2016-06-06
"oro161467","CNB",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397,155,"(148,158]",6,2016-05-27,2016-06-06
"oro160459","BRN",4.2,"oro16","sample","6/4/16",23,42.731521,-71.605841,2016-06-04,15.1717461742676,156,"(148,158]",6,2016-05-27,2016-06-06
"oro161459","CNB",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397,155,"(148,158]",6,2016-05-27,2016-06-06
"oro162277","FOX",4.1,"oro16","sample","6/2/16",23,43.137939,-71.912814,2016-06-02,15.1794242837792,154,"(148,158]",6,2016-05-27,2016-06-06
"oro161458","CNB",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397,155,"(148,158]",6,2016-05-27,2016-06-06
"oro161353","EPS",4.1,"oro16","sample","6/4/16",23,43.206489,-71.364058,2016-06-04,15.2266628083707,156,"(148,158]",6,2016-05-27,2016-06-06
"oro160067","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro160065","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro160625","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro160061","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro161908","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro162382","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161914","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161910","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161792","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161911","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro160477","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro162282","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161919","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161791","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro160624","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro162281","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161790","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161789","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161362","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro162369","FOX",5.2,"oro16","sample","6/16/16",25,43.137939,-71.912814,2016-06-16,15.3660780735845,168,"(158,168]",7,2016-06-06,2016-06-16
"oro161366","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro160062","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro161906","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro161905","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro162380","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro162381","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro160069","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro161915","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161358","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161361","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161912","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro160066","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro163084","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161481","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro161478","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro161479","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro161477","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro161368","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro162383","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro162280","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro163098","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro163101","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro163099","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro161793","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro160472","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161367","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro160063","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro160628","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro160621","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro160068","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro161913","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro163094","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161786","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161480","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro161909","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161907","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro163100","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro163102","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro161363","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161365","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161364","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161918","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161476","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro161475","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro160475","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161785","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro163085","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro163095","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro163097","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro160473","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161899","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro163090","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161473","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro163106","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro161472","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro163107","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro160629","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro162367","FOX",5.2,"oro16","sample","6/16/16",25,43.137939,-71.912814,2016-06-16,15.3660780735845,168,"(158,168]",7,2016-06-06,2016-06-16
"oro161787","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161788","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161474","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro161360","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161902","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro160070","HOP",4.2,"oro16","sample","6/13/16",25,43.155838,-71.727587,2016-06-13,15.3461297794523,165,"(158,168]",7,2016-06-06,2016-06-16
"oro161794","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro160620","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161369","EPS",4.1,"oro16","sample","6/10/16",24,43.206489,-71.364058,2016-06-10,15.3200897044523,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161471","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro163091","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161901","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro160627","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro162365","FOX",5.2,"oro16","sample","6/16/16",25,43.137939,-71.912814,2016-06-16,15.3660780735845,168,"(158,168]",7,2016-06-06,2016-06-16
"oro163093","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161784","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161470","CNB",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274,163,"(158,168]",7,2016-06-06,2016-06-16
"oro162283","FOX",4.1,"oro16","sample","6/9/16",24,43.137939,-71.912814,2016-06-09,15.2989449252421,161,"(158,168]",7,2016-06-06,2016-06-16
"oro160480","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161795","CHI",4.1,"oro16","sample","6/8/16",24,43.25528,-71.37638,2016-06-08,15.2990028593294,160,"(158,168]",7,2016-06-06,2016-06-16
"oro161916","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro163104","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro161900","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro163105","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro163089","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161904","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro160626","MAP",4.2,"oro16","sample","6/10/16",24,42.72248,-71.606722,2016-06-10,15.2622664856874,162,"(158,168]",7,2016-06-06,2016-06-16
"oro160474","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro163092","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro162373","FOX",5.2,"oro16","sample","6/16/16",25,43.137939,-71.912814,2016-06-16,15.3660780735845,168,"(158,168]",7,2016-06-06,2016-06-16
"oro160476","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro163088","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro163103","MTV",4.1,"oro16","sample","06/16/16",25,42.873336,-71.6843,2016-06-16,15.3338129470249,168,"(158,168]",7,2016-06-06,2016-06-16
"oro162374","FOX",5.2,"oro16","sample","6/16/16",25,43.137939,-71.912814,2016-06-16,15.3660780735845,168,"(158,168]",7,2016-06-06,2016-06-16
"oro162372","FOX",5.2,"oro16","sample","6/16/16",25,43.137939,-71.912814,2016-06-16,15.3660780735845,168,"(158,168]",7,2016-06-06,2016-06-16
"oro161898","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro163087","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161897","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro161917","HOL",4.1,"oro16","sample","6/8/16",24,43.7348,-71.59076,2016-06-08,15.3569857800816,160,"(158,168]",7,2016-06-06,2016-06-16
"oro163086","MTV",4.1,"oro16","sample","06/09/16",24,42.873336,-71.6843,2016-06-09,15.2674243962368,161,"(158,168]",7,2016-06-06,2016-06-16
"oro161903","HOL",4.1,"oro16","sample","6/15/16",25,43.7348,-71.59076,2016-06-15,15.4337401378697,167,"(158,168]",7,2016-06-06,2016-06-16
"oro160471","BRN",4.2,"oro16","sample","6/10/16",24,42.731521,-71.605841,2016-06-10,15.2633363533033,162,"(158,168]",7,2016-06-06,2016-06-16
"oro161501","CNB",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362,178,"(168,178]",8,2016-06-16,2016-06-26
"oro163119","MTV",4.1,"oro16","sample","6/23/16",26,42.873336,-71.6843,2016-06-23,15.3456437482824,175,"(168,178]",8,2016-06-16,2016-06-26
"oro163113","MTV",4.1,"oro16","sample","6/23/16",26,42.873336,-71.6843,2016-06-23,15.3456437482824,175,"(168,178]",8,2016-06-16,2016-06-26
"oro160502","BRN",4.2,"oro16","sample","6/25/16",26,42.731521,-71.605841,2016-06-25,15.3217059904312,177,"(168,178]",8,2016-06-16,2016-06-26
"oro160643","MAP",4.2,"oro16","sample","6/18/16",25,42.72248,-71.606722,2016-06-18,15.3245245140622,170,"(168,178]",8,2016-06-16,2016-06-26
"oro160638","MAP",4.2,"oro16","sample","6/18/16",25,42.72248,-71.606722,2016-06-18,15.3245245140622,170,"(168,178]",8,2016-06-16,2016-06-26
"oro161796","CHI",4.1,"oro16","sample","6/17/16",25,43.25528,-71.37638,2016-06-17,15.3856464458123,169,"(168,178]",8,2016-06-16,2016-06-26
"oro161490","CNB",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498,170,"(168,178]",8,2016-06-16,2016-06-26
"oro161813","CHI",4.1,"oro16","sample","6/24/16",26,43.25528,-71.37638,2016-06-24,15.389658854091,176,"(168,178]",8,2016-06-16,2016-06-26
"oro161808","CHI",4.1,"oro16","sample","6/24/16",26,43.25528,-71.37638,2016-06-24,15.389658854091,176,"(168,178]",8,2016-06-16,2016-06-26
"oro160650","MAP",4.2,"oro16","sample","6/25/16",26,42.72248,-71.606722,2016-06-25,15.3206139344194,177,"(168,178]",8,2016-06-16,2016-06-26
"oro161811","CHI",4.1,"oro16","sample","6/24/16",26,43.25528,-71.37638,2016-06-24,15.389658854091,176,"(168,178]",8,2016-06-16,2016-06-26
"oro161810","CHI",4.1,"oro16","sample","6/24/16",26,43.25528,-71.37638,2016-06-24,15.389658854091,176,"(168,178]",8,2016-06-16,2016-06-26
"oro161895","HOL",4.1,"oro16","sample","6/22/16",26,43.7348,-71.59076,2016-06-22,15.454180784192,174,"(168,178]",8,2016-06-16,2016-06-26
"oro161493","CNB",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498,170,"(168,178]",8,2016-06-16,2016-06-26
"oro160506","BRN",4.2,"oro16","sample","6/25/16",26,42.731521,-71.605841,2016-06-25,15.3217059904312,177,"(168,178]",8,2016-06-16,2016-06-26
"oro160640","MAP",4.2,"oro16","sample","6/18/16",25,42.72248,-71.606722,2016-06-18,15.3245245140622,170,"(168,178]",8,2016-06-16,2016-06-26
"oro160651","MAP",4.2,"oro16","sample","6/25/16",26,42.72248,-71.606722,2016-06-25,15.3206139344194,177,"(168,178]",8,2016-06-16,2016-06-26
"oro160641","MAP",4.2,"oro16","sample","6/18/16",25,42.72248,-71.606722,2016-06-18,15.3245245140622,170,"(168,178]",8,2016-06-16,2016-06-26
"oro160498","BRN",4.2,"oro16","sample","6/25/16",26,42.731521,-71.605841,2016-06-25,15.3217059904312,177,"(168,178]",8,2016-06-16,2016-06-26
"oro161497","CNB",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362,178,"(168,178]",8,2016-06-16,2016-06-26
"oro161502","CNB",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362,178,"(168,178]",8,2016-06-16,2016-06-26
