Order,Family,Genus,Species
Coleoptera,Cerambycidae,Phoracantha,recurva
Coleoptera,Cerambycidae,Phoracantha,NA
Hemiptera,Aphididae,Phorodon,NA
Lepidoptera,Erebidae,Phragmatobia,NA
Coleoptera,Chrysomelidae,Phratora,NA
Lepidoptera,Geometridae,Phrissogonus,laticostata
Lepidoptera,Geometridae,Phrissogonus,laticostatus
Hemiptera,Coreidae,Phthia,NA
Lepidoptera,Gelechiidae,Phthorimaea,NA
Coleoptera,Chrysomelidae,Phygasia,fulvipennis
Coleoptera,Chrysomelidae,Phygasia,NA
Coleoptera,Curculionidae,Phyllobius,betulae
Coleoptera,Curculionidae,Phyllobius,longipilis
Coleoptera,Curculionidae,Phyllobius,maculicornis
Coleoptera,Curculionidae,Phyllobius,NA
Lepidoptera,Gracillariidae,Phyllocnistis,NA
Coleoptera,Scarabaeidae,Phyllognathus,NA
Lepidoptera,Gracillariidae,Phyllonorycter,NA
Coleoptera,Scarabaeidae,Phyllophaga,NA
Coleoptera,Scarabaeidae,Phyllophaga,smithi
Coleoptera,Chrysomelidae,Phyllotreta,atra
Coleoptera,Chrysomelidae,Phyllotreta,aygulae
Coleoptera,Chrysomelidae,Phyllotreta,NA
Coleoptera,Chrysomelidae,Phyllotreta,vittula
Coleoptera,Curculionidae,Phyllotrox,NA
Hemiptera,Phylloxeridae,NA,NA
Coleoptera,Cerambycidae,Phymatodes,NA
Coleoptera,Curculionidae,Phyrdenus,NA
Hemiptera,Tingidae,Physatocheila,costata
Hemiptera,Tingidae,Physatocheila,NA
Coleoptera,Chrysomelidae,Physonota,NA
Hemiptera,Largidae,Physopelta,cincticollis
Hemiptera,Largidae,Physopelta,gutta
Hemiptera,Largidae,Physopelta,NA
Coleoptera,Elateridae,Physorhinus,frontalis
Coleoptera,Elateridae,Physorhinus,NA
Lepidoptera,Noctuidae,Physula,NA
Coleoptera,Cerambycidae,Phytoecia,NA
Diptera,Agromyzidae,Phytomyza,gymnostoma
Diptera,Agromyzidae,Phytomyza,hellebori
Diptera,Agromyzidae,Phytomyza,NA
Lepidoptera,Pieridae,NA,NA
Lepidoptera,Pieridae,Pieris,brassicae
Lepidoptera,Pieridae,Pieris,rapae crucivora
Lepidoptera,Pieridae,Pieris,NA
Hemiptera,Piesmatidae,Piesma,NA
Hemiptera,Piesmatidae,NA,NA
Hemiptera,Pentatomidae,Piezoderus,hybneri
Hemiptera,Pentatomidae,Piezodorus,hyberni
Hemiptera,Pentatomidae,Piezodorus,lituratus
Hemiptera,Pentatomidae,Piezodorus,oceanicus
Hemiptera,Pentatomidae,Piezodorus,purus
Hemiptera,Pentatomidae,Piezodorus,NA
Hemiptera,Coreidae,Piezogaster,chiriquinus
Hemiptera,Coreidae,Piezogaster,odiosus
Hemiptera,Coreidae,Piezogaster,NA
Hemiptera,Coreidae,Piezogaster,vates
Coleoptera,Apionidae,Piezotrachelus,NA
Lepidoptera,Pyralidae,Pilemia,NA
Lepidoptera,Pyralidae,Pilocrocis,NA
Coleoptera,Tenebrionidae,Pimelia,NA
Hemiptera,Miridae,Pinalitus,conspurcatus
Hemiptera,Miridae,Pinalitus,NA
Hemiptera,Diaspididae,Pinnaspis,boehmeriae
Hemiptera,Diaspididae,Pinnaspis,exercitata
Hemiptera,Diaspididae,Pinnaspis,NA
Hemiptera,Diaspididae,Pinnaspis,theae
Hemiptera,Diaspididae,Pinnaspis,uniloba
Hemiptera,Cixiidae,Pintalia,NA
Hemiptera,Blissidae,Pirkimerus,japonicus
Coleoptera,Curculionidae,Pissodes,castaneus
Coleoptera,Curculionidae,Pissodes,pini
Coleoptera,Curculionidae,Pissodes,NA
Hemiptera,Pentatomidae,Pitedia,NA
Coleoptera,Curculionidae,Pityogenes,bidentatus
Coleoptera,Curculionidae,Pityogenes,bistridentatus
Coleoptera,Curculionidae,Pityogenes,chalcographus
Coleoptera,Curculionidae,Pityogenes,NA
Coleoptera,Curculionidae,Pityokteines,curvidens
Coleoptera,Curculionidae,Pityokteines,NA
Coleoptera,Curculionidae,Pityophthorus,glabratus
Coleoptera,Curculionidae,Pityophthorus,pityographus
Coleoptera,Curculionidae,Pityophthorus,NA
Coleoptera,Cerambycidae,Placosternus,NA
Coleoptera,Chrysomelidae,Plagiodera,scabricula
Coleoptera,Chrysomelidae,Plagiodera,NA
Hemiptera,Miridae,Plagiognathus,arbustorum
Hemiptera,Miridae,Plagiognathus,NA
Coleoptera,Chrysomelidae,Plagiometriona,NA
Coleoptera,Cerambycidae,Plagionotus,arcuatus
Coleoptera,Cerambycidae,Plagionotus,detritus
Coleoptera,Cerambycidae,Plagionotus,NA
Hymenoptera,Cynipidae,Plagiotrochus,tarokoensis
Hemiptera,Asterolecaniidae,Planchonia,NA
Hemiptera,Cicadellidae,Planicephalus,NA
Hemiptera,Pseudococcidae,Planococcoides,njalensis
Hemiptera,Pseudococcidae,Planococcoides,NA
Hemiptera,Pseudococcidae,Planococcus,angkorensis
Hemiptera,Pseudococcidae,Planococcus,halli
Hemiptera,Pseudococcidae,Planococcus,kenyae
Hemiptera,Pseudococcidae,Planococcus,kraunhiae
Hemiptera,Pseudococcidae,Planococcus,lilacinus
Hemiptera,Pseudococcidae,Planococcus,litchi
Hemiptera,Pseudococcidae,Planococcus,NA
Hemiptera,Pseudococcidae,Planococcus,tiomanensis
Lepidoptera,Noctuidae,Planotortrix,octo
Hemiptera,Plataspidae,NA,NA
Coleoptera,Curculionidae,Platyaspistes,NA
Coleoptera,Scarabaeidae,Platycoelia,lutescens
Coleoptera,Scarabaeidae,Platycoelia,NA
Lepidoptera,Tortricidae,Platynota,NA
Hemiptera,Aphalaridae,Platyobria,biemani
Hemiptera,Heterogastridae,Platyplax,inermis
Hemiptera,Heterogastridae,Platyplax,salviae
Hemiptera,Heterogastridae,Platyplax,NA
Coleoptera,Platypodidae,NA,NA
Lepidoptera,Pterophoridae,Platyptilia,NA
Coleoptera,Curculionidae,Platypus,quercivorus
Coleoptera,Curculionidae,Platypus,NA
Lepidoptera,Noctuidae,Platysenta,NA
Hemiptera,Pentatomidae,Plautia,NA
Hemiptera,Pentatomidae,Plautia,stali
Lepidoptera,Noctuidae,Plecoptera,laniata
Coleoptera,Scarabaeidae,Plectris,NA
Coleoptera,Curculionidae,Plectrophoroides,NA
Diptera,Cecidomyiidae,Plemeliella,abietina
Diptera,Cecidomyiidae,Plemeliella,NA
Hemiptera,Aphididae,Pleotrichophorus,NA
Hemiptera,Cicadellidae,Plesiommata,NA
Hemiptera,Coreidae,Plinachtus,NA
Hemiptera,Tingidae,Pliobyrsa,NA
Coleoptera,Curculionidae,Plocetes,sickingiae
Coleoptera,Curculionidae,Plocetes,NA
Hemiptera,Pseudococcidae,Plotococcus,neotropicus
Lepidoptera,Noctuidae,Plusia,orichalcea
Lepidoptera,Noctuidae,Plusia,NA
Lepidoptera,Plutellidae,Plutella,NA
Lepidoptera,Plutellidae,NA,NA
Hemiptera,Ricaniidae,Pochazia,guttifera
Coleoptera,Chrysomelidae,Podagrica,malvae
Coleoptera,Chrysomelidae,Podagrica,NA
Hemiptera,Pentatomidae,Podops,inuncta
Hemiptera,Rhyparochromidae,Poeantius,festivus
Hemiptera,Pentatomidae,Poecilometis,NA
Hemiptera,Flatidae,Poekilloptera,phalaenoides
Hymenoptera,Formicidae,Pogonomyrmex,NA
Lepidoptera,Noctuidae,Polia,NA
Hemiptera,Diaspididae,Poliaspis,NA
Hemiptera,Cicadellidae,Polyamia,NA
Coleoptera,Bostrichidae,Polycaon,NA
Coleoptera,Buprestidae,Polycesta,NA
Hemiptera,Lygaeidae,Polychisme,ferruginosus
Coleoptera,Curculionidae,Polydacrys,NA
Coleoptera,Curculionidae,Polydrusus,NA
Hemiptera,Membracidae,Polyglypta,costata
Hemiptera,Membracidae,Polyglypta,NA
Coleoptera,Curculionidae,Polygraphus,poligraphus
Coleoptera,Curculionidae,Polygraphus,NA
Hemiptera,Miridae,Polymerus,NA
Coleoptera,Scarabaeidae,Polyphylla,NA
Hemiptera,Scutelleridae,Polytes,lineolatus
Hemiptera,Scutelleridae,Polytes,NA
Coleoptera,Curculionidae,Polytus,mellerborgii
Coleoptera,Curculionidae,Polytus,NA
Coleoptera,Elateridae,Pomachilius,cuspidatus
Coleoptera,Elateridae,Pomachilius,NA
Hemiptera,Cicadellidae,Ponana,NA
Coleoptera,Scarabaeidae,Popillia,japonica
Coleoptera,Scarabaeidae,Popillia,NA
Hemiptera,Cicadellidae,Portanus,NA
Hemiptera,Ortheziidae,Praelongorthezia,praelonga
Hemiptera,Cicadellidae,Prairiana,bifurcata
Hemiptera,Cicadellidae,Prairiana,NA
Coleoptera,Erirhinidae,Praolepra,NA
Coleoptera,Chrysomelidae,Prasocuris,vittata
Lepidoptera,Plutellidae,Prays,citri
Lepidoptera,Plutellidae,Prays,endocarpa
Lepidoptera,Plutellidae,Prays,oleae
Lepidoptera,Plutellidae,Prays,NA
Coleoptera,Curculionidae,Premnotrypes,solani
Coleoptera,Curculionidae,Premnotrypes,NA
Lepidoptera,Nymphalidae,Prepona,laertes
Hemiptera,Miridae,Prepops,latipennis
Hemiptera,Miridae,Prepops,NA
Hemiptera,Coccidae,Prionococcus,agave
Hemiptera,Coccidae,Prionococcus,NA
Hymenoptera,Tenthredinidae,Priophorus,NA
Hymenoptera,Tenthredinidae,Pristiphora,NA
Hemiptera,Miridae,Proba,NA
Hemiptera,Miridae,Proba,vittiscutis
Hemiptera,Aphididae,Prociphilus,NA
Hymenoptera,Eurytomidae,Prodecatoma,diospyri
Hymenoptera,Eurytomidae,Prodecatoma,NA
Lepidoptera,Prodoxidae,NA,NA
Lepidoptera,Prodoxidae,Prodoxus,NA
Lepidoptera,Tortricidae,Proeulia,NA
Hemiptera,Cydnidae,Prolobodes,gigas
Lepidoptera,Oecophoridae,Promalactis,suzukiella
Coleoptera,Curculionidae,Promecops,leucothyrea
Coleoptera,Curculionidae,Promecops,NA
Coleoptera,Chrysomelidae,Promecosoma,NA
Hemiptera,Berytidae,Pronotacantha,armata
Coleoptera,Curculionidae,Prosaldius,NA
Hemiptera,Cercopidae,Prosapia,simulans
Hemiptera,Cercopidae,Prosapia,NA
Coleoptera,Bostrichidae,Prostephanus,sulcicollis
Coleoptera,Scarabaeidae,Protaetia,fusca
Coleoptera,Scarabaeidae,Protaetia,orientalis
Coleoptera,Scarabaeidae,Protaetia,NA
Lepidoptera,Sphingidae,Protambulyx,strigilis
Coleoptera,Apionidae,Protapion,filirostre
Coleoptera,Apionidae,Protapion,fulvipes
Coleoptera,Apionidae,Protapion,nigritarse
Lepidoptera,Apantelodidae,Prothysana,NA
Hemiptera,Diaspididae,Protomorgania,koebelei
Hemiptera,Coccidae,Protopulvinaria,longivalvata
Hemiptera,Coccidae,Protopulvinaria,NA
Lepidoptera,Noctuidae,Protorthodes,NA
Hemiptera,Margarodidae,Protortonia,NA
Hemiptera,Pentatomidae,Proxys,albopunctulatus
Hemiptera,Pentatomidae,Proxys,NA
Hemiptera,Pentatomidae,Proxys,victor
Hemiptera,Rhyparochromidae,Prytanes,dissimilis
Hemiptera,Rhyparochromidae,Prytanes,NA
Coleoptera,Cerambycidae,Psacothea,hilaris
Hemiptera,Miridae,Psallus,NA
Hemiptera,Cicadellidae,Psammotettix,NA
Coleoptera,Cerambycidae,Psapharochrus,bivittus
Coleoptera,Cerambycidae,Psapharochrus,circumflexus
Coleoptera,Cerambycidae,Psapharochrus,lateralis
Coleoptera,Cerambycidae,Psapharochrus,NA
Lepidoptera,Noctuidae,Pseudaletia,impuncta
Lepidoptera,Noctuidae,Pseudaletia,NA
Coleoptera,Curculionidae,Pseudanchonus,NA
Coleoptera,Curculionidae,Pseudanthonomus,crinitus
Coleoptera,Curculionidae,Pseudanthonomus,NA
Hemiptera,Pseudococcidae,Pseudantonina,NA
Hemiptera,Diaspididae,Pseudaonidia,corbetti
Hemiptera,Diaspididae,Pseudaonidia,curculiginis
Hemiptera,Diaspididae,Pseudaonidia,greeni
Hemiptera,Diaspididae,Pseudaonidia,NA
Hemiptera,Margarodidae,Pseudaspidoproctus,NA
Hemiptera,Diaspididae,Pseudaulacaspis,barberi
Hemiptera,Diaspididae,Pseudaulacaspis,brimblecombei
Hemiptera,Diaspididae,Pseudaulacaspis,coloisuvae
Hemiptera,Diaspididae,Pseudaulacaspis,eugeniae
Hemiptera,Diaspididae,Pseudaulacaspis,kiushiuensis
Hemiptera,Diaspididae,Pseudaulacaspis,NA
Hemiptera,Diaspididae,Pseudaulacaspis,subcortalis
Hemiptera,Diaspididae,Pseudischnaspis,NA
Coleoptera,Curculionidae,Pseudobaris,cylindricollis
Coleoptera,Curculionidae,Pseudobaris,NA
Hemiptera,Pseudococcidae,NA,NA
Hemiptera,Pseudococcidae,Pseudococcus,apodemus
Hemiptera,Pseudococcidae,Pseudococcus,aurantiacus
Hemiptera,Pseudococcidae,Pseudococcus,baliteus
Hemiptera,Pseudococcidae,Pseudococcus,chenopodii
Hemiptera,Pseudococcidae,Pseudococcus,cribata
Hemiptera,Pseudococcidae,Pseudococcus,cryptus
Hemiptera,Pseudococcidae,Pseudococcus,dendrobiorum
Hemiptera,Pseudococcidae,Pseudococcus,epidendrus
Hemiptera,Pseudococcidae,Pseudococcus,eucalypticus
Hemiptera,Pseudococcidae,Pseudococcus,gilbertensis
Hemiptera,Pseudococcidae,Pseudococcus,hypergaeus
Hemiptera,Pseudococcidae,Pseudococcus,importatus
Hemiptera,Pseudococcidae,Pseudococcus,landoi
Hemiptera,Pseudococcidae,Pseudococcus,meridionalis
Hemiptera,Pseudococcidae,Pseudococcus,peregrinabundus
Hemiptera,Pseudococcidae,Pseudococcus,philippinicus
Hemiptera,Pseudococcidae,Pseudococcus,rosangelae
Hemiptera,Pseudococcidae,Pseudococcus,saccharicola
Hemiptera,Pseudococcidae,Pseudococcus,solenedyos
Hemiptera,Pseudococcidae,Pseudococcus,NA
Hemiptera,Pseudococcidae,Pseudococcus,zamiae
Lepidoptera,Geometridae,Pseudocoremia,NA
Hemiptera,Coccidae,Pseudocribrolecanium,andersoni
Coleoptera,Curculionidae,Pseudoderelomus,baridiiformis
Coleoptera,Curculionidae,Pseudoderelomus,NA
Coleoptera,Curculionidae,Pseudohylesinus,variegatus
Lepidoptera,Noctuidae,Pseudoleucania,NA
Coleoptera,Curculionidae,Pseudomopsis,nigrosignata
Coleoptera,Curculionidae,Pseudomopsis,similis
Coleoptera,Curculionidae,Pseudomopsis,NA
Hemiptera,Rhyparochromidae,Pseudopachybrachius,guttus
Hemiptera,Rhyparochromidae,Pseudopachybrachius,NA
Hemiptera,Rhyparochromidae,Pseudopamera,NA
Hemiptera,Diaspididae,Pseudoparlatoria,carolilehmanni
Hemiptera,Diaspididae,Pseudoparlatoria,mammata
Hemiptera,Diaspididae,Pseudoparlatoria,NA
Coleoptera,Curculionidae,Pseudopentarthrum,NA
Coleoptera,Curculionidae,Pseudopiazurus,centraliamericanus
Coleoptera,Curculionidae,Pseudopityophthorus,NA
Lepidoptera,Gelechiidae,Pseudotelphusa,NA
Hemiptera,Coreidae,Pseudotheraptus,wayi
Coleoptera,Curculionidae,Pseudothysanoes,NA
Diptera,Psilidae,Psila,NA
Diptera,Psilidae,NA,NA
Lepidoptera,Oecophoridae,Psilocorsis,NA
Lepidoptera,Psychidae,Psyche,NA
Lepidoptera,Psychidae,NA,NA
Hemiptera,Psyllidae,Psylla,NA
Coleoptera,Chrysomelidae,Psylliodes,chrysocephala
Coleoptera,Chrysomelidae,Psylliodes,NA
Hemiptera,Liviidae,Psyllopsis,NA
Coleoptera,Cerambycidae,Ptericoptus,NA
Coleoptera,Cerambycidae,Pterolophia,NA
Lepidoptera,Pterophoridae,NA,NA
Coleoptera,Anthribidae,Ptychoderes,NA
Hemiptera,Membracidae,Publilia,NA
Hemiptera,Coccidae,Pulvinaria,ixorae
Hemiptera,Coccidae,Pulvinaria,neocellulosa
Hemiptera,Coccidae,Pulvinaria,polygonata
Hemiptera,Coccidae,Pulvinaria,NA
Hemiptera,Coccidae,Pulvinaria,tenuivalvata
Hemiptera,Coccidae,Pulvinarisca,NA
Coleoptera,Cerambycidae,Purpuricenus,NA
Coleoptera,Cerambycidae,Purpuricenus,temminckii
Hemiptera,Pseudococcidae,Puto,barberi
Hemiptera,Pseudococcidae,Puto,mexicanus
Hemiptera,Pseudococcidae,Puto,NA
Hemiptera,Pseudococcidae,Puto,superbus
Coleoptera,Curculionidae,Pycnarthrum,NA
Hemiptera,Miridae,Pycnoderes,NA
Coleoptera,Chrysomelidae,Pygiopachymerus,lineola
Hemiptera,Lygaeidae,Pylorgus,NA
Lepidoptera,Pyralidae,Pyralis,NA
Lepidoptera,Crambidae,Pyrausta,NA
Coleoptera,Scarabaeidae,Pyronota,festiva
Coleoptera,Scarabaeidae,Pyronota,NA
Coleoptera,Elateridae,Pyrophorus,NA
Coleoptera,Meloidae,Pyrota,NA
Coleoptera,Chrysomelidae,Pyrrhalta,NA
Coleoptera,Cerambycidae,Pyrrhidium,sanguineum
Coleoptera,Cerambycidae,Pyrrhidium,NA
Hemiptera,Pyrrhocoridae,NA,NA
Hemiptera,Pyrrhocoridae,Pyrrhocoris,sibiricus
Hemiptera,Pyrrhocoridae,Pyrrhocoris,NA
Hemiptera,Diaspididae,Quadraspidiotus,NA
Hymenoptera,Eulophidae,Quadrastichus,erythrinae
Hemiptera,Membracidae,Quadrinarea,perezi
Lepidoptera,Noctuidae,Rachiplusia,NA
Hemiptera,Rhyparochromidae,Raglius,confusus
Hemiptera,Rhyparochromidae,Raglius,NA
Hemiptera,Pseudococcidae,Rastrococcus,expeditionis
Hemiptera,Pseudococcidae,Rastrococcus,iceryoides
Hemiptera,Pseudococcidae,Rastrococcus,invadens
Hemiptera,Pseudococcidae,Rastrococcus,NA
Hemiptera,Pseudococcidae,Rastrococcus,tropicasiaticus
Hemiptera,Rhyparochromidae,Remaudiereana,annulipes
Hemiptera,Rhyparochromidae,Remaudiereana,sobrina
Hemiptera,Rhyparochromidae,Remaudiereana,NA
Lepidoptera,Erebidae,Renia,NA
Coleoptera,Curculionidae,Renocis,NA
Diptera,Cecidomyiidae,Resseliella,piceae
Diptera,Cecidomyiidae,Resseliella,NA
Hemiptera,Miridae,Reuteroscopus,NA
Coleoptera,Chrysomelidae,Rhabdopterus,NA
Coleoptera,Curculionidae,Rhabdoscelus,obscurus
Coleoptera,Curculionidae,Rhabdoscelus,NA
Hemiptera,Aleyrodidae,Rhachisphora,trilobitoides
Coleoptera,Cerambycidae,Rhagium,NA
Diptera,Tephritidae,Rhagoletis,cerasi
Diptera,Tephritidae,Rhagoletis,NA
Hemiptera,Pentatomidae,Rhaphigaster,nebulosa
Hemiptera,Pentatomidae,Rhaphigaster,NA
Coleoptera,Cerambycidae,Rhaphiptera,NA
Hemiptera,Lygaeidae,Rhaptus,quadricollis
Hemiptera,Miridae,Rhinacloa,antennalis
Hemiptera,Miridae,Rhinacloa,aricana
Hemiptera,Miridae,Rhinacloa,cardini
Hemiptera,Miridae,Rhinacloa,chapini
Hemiptera,Miridae,Rhinacloa,crassitoma
Hemiptera,Miridae,Rhinacloa,maiuscula
Hemiptera,Miridae,Rhinacloa,mysteriosus
Hemiptera,Miridae,Rhinacloa,NA
Coleoptera,Curculionidae,Rhinanisus,NA
Coleoptera,Curculionidae,Rhinochenus,NA
Coleoptera,Curculionidae,Rhinochenus,stigma
Coleoptera,Curculionidae,Rhinoncus,NA
Coleoptera,Curculionidae,Rhinostomus,barbirostris
Coleoptera,Curculionidae,Rhinusa,NA
Hemiptera,Rhizoecidae,Rhizoecus,amorphophalli
Hemiptera,Rhizoecidae,Rhizoecus,angustus
Hemiptera,Rhizoecidae,Rhizoecus,omphalius
Hemiptera,Rhizoecidae,Rhizoecus,saintpauliae
Hemiptera,Rhizoecidae,Rhizoecus,NA
Coleoptera,Curculionidae,Rhodobaenus,NA
Hemiptera,Rhopalidae,NA,NA
Hemiptera,Acanthosomatidae,Rhopalimorpha,NA
Coleoptera,Cerambycidae,Rhopalophora,lineicollis
Hemiptera,Aphididae,Rhopalosiphoninus,NA
Hemiptera,Aphididae,Rhopalosiphum,NA
Hemiptera,Rhopalidae,Rhopalus,lepidus
Hemiptera,Rhopalidae,Rhopalus,parumpunctatus
Hemiptera,Rhopalidae,Rhopalus,rufus
Hemiptera,Rhopalidae,Rhopalus,NA
Coleoptera,Curculionidae,Rhynchaenus,NA
Coleoptera,Rhynchitidae,Rhynchites,bacchus
Coleoptera,Rhynchitidae,Rhynchites,NA
Coleoptera,Rhynchitidae,NA,NA
Coleoptera,Curculionidae,Rhynchophorus,ferrugineus
Coleoptera,Curculionidae,Rhynchophorus,palmarum
Coleoptera,Curculionidae,Rhynchophorus,NA
Coleoptera,Curculionidae,Rhyncolus,elongatus
Coleoptera,Curculionidae,Rhyncolus,NA
Hemiptera,Rhyparochromidae,NA,NA
Hemiptera,Lygaeidae,Rhyparochromus (Panaorus),csikii
Hemiptera,Rhyparochromidae,Rhyparochromus,adspersus
Hemiptera,Rhyparochromidae,Rhyparochromus,pini
Hemiptera,Rhyparochromidae,Rhyparochromus,NA
Hemiptera,Rhyparochromidae,Rhyparochromus,vulgaris
Hemiptera,Lygaeidae,Rhypodes,anceps
Hemiptera,Lygaeidae,Rhypodes,clavicornis
Hemiptera,Lygaeidae,Rhypodes,NA
Coleoptera,Curculionidae,Rhysommatus,NA
Hemiptera,Pentatomidae,Rhyssocephala,NA
Coleoptera,Curculionidae,Rhyssomatus,nigerrimus
Coleoptera,Curculionidae,Rhyssomatus,rufus
Coleoptera,Curculionidae,Rhyssomatus,sculpturatus
Coleoptera,Curculionidae,Rhyssomatus,NA
Coleoptera,Curculionidae,Rhyssomatus,strangulatus
Hemiptera,Cicadellidae,Rhytidodus,NA
Hemiptera,Ricaniidae,NA,NA
Lepidoptera,Noctuidae,Rifargia,distinguenda
Lepidoptera,Riodinidae,NA,NA
Hemiptera,Rhizoecidae,Ripersiella,kondonis
Hemiptera,Rhizoecidae,Ripersiella,planetica
Hemiptera,Alydidae,Riptortus,clavatus
Hemiptera,Alydidae,Riptortus,NA
Hemiptera,Diaspididae,Rolaspis,leucadendri
Hemiptera,Diaspididae,Rolaspis,NA
Coleoptera,Cerambycidae,Ropica,NA
Coleoptera,Cerambycidae,Rosalia,NA
Lepidoptera,Noctuidae,Rosema,dentifera
Lepidoptera,Saturniidae,Rothschildia,NA
Lepidoptera,Crambidae,Rupela,albina
Lepidoptera,Crambidae,Rupela,NA
Hemiptera,Aleyrodidae,Rusostigma,eugeniae
Hemiptera,Aleyrodidae,Rusostigma,radiirugosa
Hemiptera,Aleyrodidae,Rusostigma,NA
Hemiptera,Aleyrodidae,Rusostigma,tristylii
Hemiptera,Asterolecaniidae,Russellaspis,NA
Hemiptera,Psyllidae,Russelliana,NA
Hemiptera,Delphacidae,Saccharosydne,NA
Hemiptera,Miridae,Saileria,NA
Hemiptera,Coccidae,Saissetia,NA
Hemiptera,Diaspididae,Salicicola,archangelskyae
Hemiptera,Diaspididae,Salicicola,NA
Lepidoptera,Crambidae,Samea,choristalis
Lepidoptera,Crambidae,Samea,NA
Coleoptera,Cerambycidae,Saperda,NA
Lepidoptera,Saturniidae,Saturnia,pyri
Lepidoptera,Saturniidae,Saturnia,NA
Hemiptera,Coreidae,Savius,NA
Coleoptera,Chrysomelidae,Saxinis,NA
Hemiptera,Pyrrhocoridae,Scantius,NA
Hemiptera,Cicadellidae,Scaphoideus,NA
Hemiptera,Cicadellidae,Scaphytopius,NA
Hemiptera,Cydnidae,Scaptocoris,divergens
Coleoptera,Chrysomelidae,Scelolyperus,NA
Lepidoptera,Noctuidae,Schinia,NA
Hemiptera,Aphididae,Schizaphis,piricola
Hemiptera,Aphididae,Schizaphis,NA
Coleoptera,Cerambycidae,Schizax,NA
Hemiptera,Diaspididae,Schizentaspidus,NA
Hemiptera,Aphididae,Schizolachnus,NA
Diptera,Cecidomyiidae,Schizomyia,NA
Lepidoptera,Notodontidae,Schizura,NA
Lepidoptera,Gelechiidae,Schneidereria,pistaciicola
Hemiptera,Pentatomidae,Sciocoris,conspurcatus
Hemiptera,Pentatomidae,Sciocoris,lateralis
Hemiptera,Pentatomidae,Sciocoris,maculatus
Hemiptera,Pentatomidae,Sciocoris,sideritidis
Hemiptera,Pentatomidae,Sciocoris,NA
Coleoptera,Curculionidae,Sciomias,NA
Hemiptera,Asterolecaniidae,Sclerosococcus,chilensis
Hemiptera,Asterolecaniidae,Sclerosococcus,ferrisi
Hemiptera,Asterolecaniidae,Sclerosococcus,NA
Hemiptera,Asterolecaniidae,Sclerosococcus,tillandsiae
Coleoptera,Bostrichidae,Scobicia,chevrieri
Hemiptera,Coreidae,Scolopocerus,NA
Hemiptera,Rhyparochromidae,Scolopostethus,affinis
Hemiptera,Rhyparochromidae,Scolopostethus,decoratus
Hemiptera,Rhyparochromidae,Scolopostethus,pictus
Hemiptera,Rhyparochromidae,Scolopostethus,NA
Hemiptera,Ricaniidae,Scolypopa,australis
Coleoptera,Curculionidae,Scolytodes,NA
Coleoptera,Curculionidae,Scolytogenes,NA
Coleoptera,Curculionidae,Scolytoplatypus,NA
Coleoptera,Curculionidae,Scolytus,intricatus
Coleoptera,Curculionidae,Scolytus,mundus
Coleoptera,Curculionidae,Scolytus,NA
Lepidoptera,Geometridae,Scopula,rubraria
Hemiptera,Pentatomidae,Scotinophara,horvathi
Hemiptera,Pentatomidae,Scotinophara,NA
Hemiptera,Pentatomidae,Scotinophara,tibialis
Lepidoptera,Gelechiidae,Scrobipalpa,NA
Lepidoptera,Gelechiidae,Scrobipalpula,psilella
Hemiptera,Scutelleridae,NA,NA
Hemiptera,Scutelleridae,Scutiphora,pedicellata
Coleoptera,Curculionidae,Scyphomphorus,NA
Hemiptera,Cydnidae,Sehirus,bicolor
Hemiptera,Cydnidae,Sehirus,NA
Hemiptera,Miridae,Sejanus,albisignatus
Hemiptera,Diaspididae,Selenaspidopsis,browni
Hemiptera,Diaspididae,Selenaspidus,ferox
Hemiptera,Diaspididae,Selenaspidus,kamerunicus
Hemiptera,Diaspididae,Selenaspidus,NA
Lepidoptera,Noctuidae,Selenisa,lanipes
Coleoptera,Cerambycidae,Semanotus,bifasciatus
Coleoptera,Cerambycidae,Semanotus,sinoauster
Coleoptera,Cerambycidae,Semanotus,NA
Coleoptera,Cerambycidae,Semanotus,undatus
Hemiptera,Diaspididae,Semelaspidus,artocarpi
Hemiptera,Aphididae,Semiaphis,heraclei
Lepidoptera,Geometridae,Semiothisa,NA
Coleoptera,Curculionidae,Semnorhynchus,NA
Lepidoptera,Limacodidae,Semyra,finita
Coleoptera,Chrysomelidae,Sennius,obesulus
Coleoptera,Chrysomelidae,Sennius,rufomaculatus
Coleoptera,Chrysomelidae,Sennius,NA
Coleoptera,Chrysomelidae,Sennius,subaenescens
Hemiptera,Pentatomidae,Serdia,NA
Coleoptera,Scarabaeidae,Serica,NA
Hymenoptera,Argidae,Sericoceros,krugii
Hymenoptera,Argidae,Sericoceros,NA
Coleoptera,Scarabaeidae,Sericoides,NA
Hemiptera,Miridae,Sericophanes,NA
Coleoptera,Curculionidae,Sericotrogus,subanescens
Lepidoptera,Noctuidae,Sesamia,cretica
Lepidoptera,Noctuidae,Sesamia,inferens
Lepidoptera,Noctuidae,Sesamia,NA
Lepidoptera,Sesiidae,NA,NA
Lepidoptera,Tortricidae,Seticosta,rubicola
Lepidoptera,Tortricidae,Seticosta,NA
Lepidoptera,Tineidae,Setomorpha,NA
Coleoptera,Curculionidae,Shirahoshizo,NA
Hemiptera,Aphididae,Shivaphis,NA
Hemiptera,Pentatomidae,Sibaria,englemani
Coleoptera,Curculionidae,Sibariops,evanescens
